block_id,street,barrio,tipo_c,red_jerarq,n_lines_on,lines_on,n_lines_walk,lines_walk,buses_hour_walk,buses_hour_on,n_stops_walk
10539,CALLAO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,6,006 012 037 050 060 150,15,007 012 024 026 037 050 060 075 098 105 115 124 146 150 180,484.2,103.4,15
10540,TINOGASTA,Villa Devoto,CALLE,VÍA LOCAL,1,134,1,134,29.8,14.9,1
10541,BILLINGHURST,Almagro,CALLE,VÍA LOCAL,1,057,9,024 026 071 092 124 128 146 168 180,305.2,0.2,3
10542,SARMIENTO,Almagro,CALLE,VÍA LOCAL,5,024 071 124 168 180,11,024 026 071 090 092 124 128 146 151 168 180,370.4,87.3,7
10543,ESMERALDA,San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,17,007 009 024 026 029 050 064 067 091 100 105 109 111 129 140 146 180,505.9,0.0,6
10544,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",San Nicolas,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,7,024 028 029 050 091 111 146,20,007 009 017 024 026 029 045 050 064 067 070 091 100 105 109 111 129 140 146 180,609.0,130.9,11
10545,RUMANIA,Villa Del Parque,PASAJE,VÍA LOCAL,0,,8,024 063 084 109 110 113 124 134,224.3,0.0,0
10546,TERRADA,Villa Del Parque,CALLE,VÍA LOCAL,0,,8,024 063 084 109 110 113 124 134,224.3,0.0,1
10547,SAN BLAS,Villa Gral. Mitre,CALLE,VÍA LOCAL,0,,7,044 047 063 109 113 133 135,168.9,0.0,0
10548,"LAMAS, ANDRES",Villa Gral. Mitre,CALLE,VÍA LOCAL,0,,6,047 063 109 113 133 135,128.9,0.0,2
10549,"GANDHI, MAHATMA",Villa Crespo,CALLE,VÍA LOCAL,0,,13,015 024 042 055 057 076 092 105 106 110 124 135 146,378.2,0.0,1
10550,OLAYA,Villa Crespo,CALLE,VÍA LOCAL,2,042 076,11,024 042 057 076 092 105 106 110 124 135 146,317.2,24.3,2
10551,RIO DE JANEIRO,,CALLE,VÍA LOCAL,1,015,7,015 024 065 071 105 124 146,245.5,2.3,0
10552,ARREGUI,Villa Del Parque,CALLE,VÍA LOCAL,1,024,8,024 063 084 109 110 113 124 134,224.3,13.0,4
10553,NAZCA AV.,Villa Del Parque,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,084 110 124 134,7,024 063 084 109 110 124 134,210.5,105.4,7
10554,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,17,022 024 026 028 029 050 056 064 091 105 109 111 126 140 146 159 180,549.5,0.0,0
10555,FLORIDA,San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,13,024 026 029 050 056 064 091 105 109 111 140 146 180,384.8,0.0,0
10556,BIARRITZ,Villa Del Parque,CALLE,VÍA LOCAL,0,,6,024 063 109 113 133 135,146.4,0.0,0
10557,FERNANDEZ ESPIRO DIEGO,Villa Del Parque,PASAJE,VÍA LOCAL,0,,6,024 063 109 113 133 135,146.4,0.0,0
10558,SARMIENTO,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,146,16,007 012 024 026 037 050 060 090 098 105 115 124 146 150 151 180,534.5,15.5,6
10559,RIOBAMBA,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,012,17,007 012 024 026 037 050 060 075 090 098 105 115 124 146 150 151 180,549.5,28.0,2
10560,FERRARI,Villa Crespo,CALLE,VÍA LOCAL,1,099,9,015 042 055 076 092 105 124 135 146,266.2,0.0,3
10561,HIDALGO,Villa Crespo,CALLE,VÍA LOCAL,0,,13,015 024 042 055 057 076 092 105 106 110 124 135 146,389.8,0.0,0
10562,"BEIRO, FRANCISCO AV.",Villa Devoto,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,5,080 085 108 114 146,6,080 085 108 114 134 146,168.6,119.7,5
10563,SANABRIA,Villa Devoto,CALLE,VÍA LOCAL,1,085,8,080 085 105 107 108 114 134 146,219.3,15.5,3
10564,"CARRANZA, ADOLFO P.",Villa Del Parque,CALLE,VÍA LOCAL,2,063 109,6,024 063 109 113 133 135,146.4,28.0,2
10565,ESTADO PLURINACIONAL DE BOLIVIA,Villa Del Parque,CALLE,VÍA LOCAL,1,113,6,024 063 109 113 133 135,146.4,6.7,2
10566,NAVARRO,Villa Devoto,CALLE,VÍA LOCAL,0,,6,080 085 108 114 134 146,168.6,0.0,0
10567,SEGUROLA AV.,Villa Devoto,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,2,085 108,6,080 085 108 114 134 146,168.6,27.5,0
10568,"GALLARDO, ANGEL AV.",,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,092 105 124 146,9,015 042 055 076 092 105 124 135 146,266.2,57.6,9
10569,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,15,008 024 026 029 050 056 064 086 091 105 109 111 140 146 180,436.6,0.0,0
10570,MAIPU,San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,13,008 024 026 029 050 086 091 105 109 111 140 146 180,369.6,0.0,0
10571,GALICIA,Villa Crespo,CALLE,VÍA LOCAL,0,,7,024 057 076 105 110 135 146,196.1,0.0,0
10572,"REPETTO, NICOLAS, DR.",Villa Crespo,CALLE,VÍA LOCAL,0,,7,024 057 076 105 110 135 146,196.1,0.0,0
10573,SANCHEZ DE BUSTAMANTE,Almagro,CALLE,VÍA LOCAL,0,,9,024 026 071 092 124 128 146 168 180,305.2,0.0,3
10574,SARMIENTO,Almagro,CALLE,VÍA LOCAL,5,024 071 124 168 180,9,024 026 071 092 124 128 146 168 180,305.2,87.3,6
10575,"GARCIA, JUAN AGUSTIN",Villa Gral. Mitre,CALLE,VÍA LOCAL,4,063 109 133 135,6,047 063 109 113 133 135,128.9,49.3,7
10576,GAVILAN,Villa Gral. Mitre,CALLE,VÍA LOCAL,3,063 109 113,6,047 063 109 113 133 135,128.9,34.7,6
10577,SARMIENTO,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,146,16,007 012 024 026 037 050 060 090 098 105 115 124 146 150 151 180,534.5,15.5,2
10578,AYACUCHO,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,14,012 024 026 037 050 060 075 090 115 124 146 150 151 180,471.4,0.0,2
10579,"CANTILO, JOSE LUIS",Villa Devoto,CALLE,VÍA LOCAL,0,,7,080 085 107 108 114 134 146,195.3,0.0,0
10580,"PAZ, MARCOS",Villa Devoto,CALLE,VÍA LOCAL,0,,6,080 085 107 108 134 146,181.2,0.0,0
10582,"OROÑO, NICASIO",Villa Gral. Mitre,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,109,11,024 034 044 047 057 105 109 110 135 146 166,355.7,16.0,0
10583,CUCHA CUCHA,Villa Crespo,CALLE,VÍA LOCAL,0,,6,024 057 105 110 135 146,171.5,0.0,2
10584,SAN MARTIN AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,6,024 057 105 110 135 146,6,024 057 105 110 135 146,171.5,171.5,8
10585,"GALLARDO, ANGEL AV.",,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,8,042 092 099 105 124 135 145 146,9,015 042 055 076 092 105 124 135 146,266.2,114.4,8
10586,ACOYTE,Villa Crespo,CALLE,VÍA LOCAL,5,042 092 099 124 145,9,015 042 055 076 092 105 124 135 146,266.2,41.8,8
10587,TRES ARROYOS,Caballito,CALLE,VÍA LOCAL,0,,6,024 057 105 110 135 146,171.5,0.0,6
10588,PUJOL,Caballito,CALLE,VÍA LOCAL,0,,9,024 034 057 105 109 110 135 146 166,304.0,0.0,6
10589,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,17,008 009 024 026 029 050 064 067 086 091 100 105 109 111 140 146 180,507.4,0.0,2
10590,"SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.",San Nicolas,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,6,024 029 050 091 111 146,18,007 008 009 024 026 029 050 064 067 091 100 105 109 111 129 140 146 180,532.6,130.9,8
10591,SAN MARTIN AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,6,024 057 105 110 135 146,6,024 057 105 110 135 146,171.5,171.5,3
10592,"MORAN, PEDRO",Villa Devoto,CALLE,VÍA LOCAL,0,,6,025 080 085 107 108 146,175.3,0.0,0
10593,"JUAREZ, BENITO",Villa Devoto,CALLE,VÍA LOCAL,0,,3,025 107 108,74.7,0.0,0
10594,"VARELA, JOSE PEDRO",Villa Devoto,CALLE,VÍA LOCAL,0,,6,080 085 108 114 134 146,168.6,0.0,1
10595,GUALEGUAYCHU,Villa Devoto,CALLE,VÍA LOCAL,1,134,6,080 085 108 114 134 146,168.6,14.9,4
10596,BAIGORRIA,Villa Del Parque,CALLE,VÍA LOCAL,1,124,5,024 047 084 124 134,134.1,10.0,1
10597,LLAVALLOL,Villa Del Parque,CALLE,VÍA LOCAL,0,,6,024 047 084 109 124 134,166.1,0.0,1
10598,LAMBARE,Almagro,CALLE,VÍA LOCAL,0,,10,015 024 065 071 090 092 105 124 127 146,324.5,0.0,0
10600,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,21,007 008 009 024 026 029 045 050 064 067 070 086 091 100 105 109 111 129 140 146 180,620.8,0.0,2
10601,ESMERALDA,San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,20,007 009 024 026 029 045 050 064 067 070 086 091 100 105 109 111 129 140 146 180,594.1,0.0,6
10602,YATAY,Almagro,CALLE,VÍA LOCAL,0,,11,015 024 065 071 090 092 105 109 124 127 146,361.3,0.0,0
10603,"PERON, JUAN DOMINGO, TTE. GENERAL",Almagro,CALLE,VÍA LOCAL,0,,7,015 024 065 071 105 124 146,245.5,0.0,0
10604,PRINGLES,Almagro,CALLE,VÍA LOCAL,0,,8,024 026 071 105 124 146 160 168,277.1,0.0,0
10605,"PERON, JUAN DOMINGO, TTE. GENERAL",Almagro,CALLE,VÍA LOCAL,0,,9,015 024 026 065 071 105 124 146 160,306.3,0.0,0
10606,ESTADO DE PALESTINA,Almagro,CALLE,VÍA LOCAL,0,,12,024 026 071 090 092 105 109 124 127 146 160 168,392.8,0.0,2
10607,"PERON, JUAN DOMINGO, TTE. GENERAL",Almagro,CALLE,VÍA LOCAL,0,,10,024 026 071 092 105 124 127 146 160 168,325.0,0.0,0
10608,CONDARCO,Villa Del Parque,CALLE,VÍA LOCAL,0,,9,024 063 084 109 110 113 124 133 134,236.9,0.0,1
10609,GASCON,Almagro,CALLE,VÍA LOCAL,2,026 160,15,019 024 026 071 090 092 105 109 124 127 128 146 151 160 168,487.1,33.1,6
10610,"PERON, JUAN DOMINGO, TTE. GENERAL",Almagro,CALLE,VÍA LOCAL,0,,15,019 024 026 071 090 092 105 109 124 127 128 146 151 160 168,487.1,0.0,2
10611,SARMIENTO,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,146,16,007 012 024 026 050 060 090 095 098 105 115 124 146 150 151 180,521.4,15.5,2
10612,JUNIN,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,15,007 012 024 026 060 075 090 095 098 105 115 124 146 151 180,484.8,0.0,4
10613,"VIALE, LUIS",Villa Crespo,CALLE,VÍA LOCAL,3,024 057 110,10,024 042 057 076 105 106 110 124 135 146,285.3,39.2,2
10614,"RODRIGUEZ, MANUEL A., GENERAL",Villa Crespo,CALLE,VÍA LOCAL,0,,9,024 057 076 105 106 110 124 135 146,261.3,0.0,2
10615,SIMBRON,Villa Devoto,CALLE,VÍA LOCAL,0,,6,080 085 108 114 134 146,168.6,0.0,0
10616,MERCEDES,Villa Devoto,CALLE,VÍA LOCAL,1,134,6,080 085 108 114 134 146,168.6,14.9,1
10617,"LOZANO, PEDRO",Villa Del Parque,CALLE,VÍA LOCAL,0,,4,047 084 109 134,112.0,0.0,0
10618,"GONZALEZ, JOAQUIN V.",,CALLE,VÍA LOCAL,0,,2,047 134,51.6,0.0,0
10619,ALVAREZ JONTE,,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,4,063 109 133 135,6,047 063 109 113 133 135,142.6,49.3,3
10620,CARACAS,Villa Del Parque,CALLE,VÍA LOCAL,0,,7,024 047 063 109 113 133 135,176.7,0.0,1
10621,"BELAUSTEGUI, LUIS, DR.",Caballito,CALLE,VÍA LOCAL,0,,9,024 034 057 105 109 110 135 146 166,304.0,0.0,0
10622,PAYSANDU,Caballito,CALLE,VÍA LOCAL,0,,10,024 034 047 057 105 109 110 135 146 166,315.7,0.0,7
10623,"ACUÑA DE FIGUEROA, FRANCISCO",Almagro,CALLE,VÍA LOCAL,0,,15,019 024 026 071 090 092 105 109 124 127 128 146 151 160 168,487.1,0.0,4
10624,"PERON, JUAN DOMINGO, TTE. GENERAL",Almagro,CALLE,VÍA LOCAL,1,160,14,019 024 026 071 090 105 109 124 127 128 146 151 160 168,455.2,13.1,3
10625,SAN BLAS,Villa Gral. Mitre,CALLE,VÍA LOCAL,0,,6,047 063 109 113 133 135,128.9,0.0,0
10626,MELINCUE,Villa Del Parque,CALLE,VÍA LOCAL,1,047,4,047 084 109 134,112.0,10.9,2
10627,"LAMARCA, EMILIO",Villa Del Parque,CALLE,VÍA LOCAL,0,,4,047 084 109 134,112.0,0.0,2
10628,"SALGUERO, JERONIMO",Almagro,CALLE,VÍA LOCAL,5,019 090 127 128 151,14,019 024 026 071 090 092 124 127 128 146 151 160 168 180,442.3,70.1,6
10629,"PERON, JUAN DOMINGO, TTE. GENERAL",Almagro,CALLE,VÍA LOCAL,1,160,15,019 024 026 071 090 092 105 124 127 128 146 151 160 168 180,466.3,13.1,10
10630,MEDRANO AV.,Almagro,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,7,019 026 090 127 128 151 160,15,019 024 026 071 090 092 105 124 127 128 146 151 160 168 180,466.3,99.0,16
10631,"PERON, JUAN DOMINGO, TTE. GENERAL",Almagro,CALLE,VÍA LOCAL,1,160,15,019 024 026 071 090 092 105 124 127 128 146 151 160 168 180,466.3,13.1,7
10632,ASUNCION,Villa Devoto,CALLE,VÍA LOCAL,0,,3,025 107 108,74.7,0.0,0
10633,ALLENDE,Villa Devoto,CALLE,VÍA LOCAL,0,,2,025 107,50.7,0.0,0
10634,TINOGASTA,Villa Devoto,CALLE,VÍA LOCAL,1,134,2,047 134,51.6,14.9,2
10635,BAHIA BLANCA,Villa Devoto,CALLE,VÍA LOCAL,0,,6,047 080 108 114 134 146,159.5,0.0,1
10636,SARMIENTO,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,146,14,007 012 024 026 060 090 095 098 105 115 124 146 151 180,469.8,15.5,2
10637,"URIBURU JOSE E., PRES.",Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,14,007 024 026 060 075 090 095 098 105 115 124 146 151 180,428.8,0.0,3
10638,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,24,007 009 010 017 024 026 029 045 050 056 059 064 067 070 086 091 100 105 109 111 129 140 146 180,765.5,0.0,0
10639,SUIPACHA,San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,23,007 009 010 017 024 026 029 045 050 056 059 067 070 086 091 100 105 109 111 129 140 146 180,733.8,0.0,5
10640,NAZARRE,Villa Del Parque,CALLE,VÍA LOCAL,1,134,4,047 084 109 134,112.0,14.9,3
10641,SAN NICOLAS,Villa Del Parque,CALLE,VÍA LOCAL,0,,4,047 084 109 134,112.0,0.0,2
10642,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,24,007 009 010 017 024 026 029 039 045 050 056 059 067 070 086 091 100 105 109 111 129 140 146 180,783.7,0.0,0
10643,CARABELAS,San Nicolas,PASAJE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,22,009 010 017 024 026 029 039 045 050 059 060 067 070 091 100 105 109 111 129 140 146 180,704.0,0.0,0
10644,SARMIENTO,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,146,13,007 024 026 060 090 095 098 105 115 124 146 151 180,413.8,15.5,3
10645,PASTEUR,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,095,14,007 024 026 060 075 090 095 098 105 115 124 146 151 180,428.8,14.8,5
10646,BIARRITZ,Villa Del Parque,CALLE,VÍA LOCAL,0,,6,024 063 109 113 133 135,146.4,0.0,1
10647,"ARTIGAS, JOSE GERVASIO, GRAL.",Villa Del Parque,CALLE,VÍA LOCAL,1,113,6,024 063 109 113 133 135,146.4,7.1,3
10648,CAMARONES,Villa Gral. Mitre,CALLE,VÍA LOCAL,1,047,6,044 047 063 109 113 135,156.2,5.7,1
10649,TERRERO,Villa Gral. Mitre,CALLE,VÍA LOCAL,0,,6,044 047 063 109 113 135,156.2,0.0,1
10650,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,22,009 010 017 024 026 029 039 045 050 056 059 060 067 070 091 100 105 111 129 140 146 180,702.6,0.0,0
10651,"PELLEGRINI, CARLOS",San Nicolas,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,0,,23,009 010 017 024 026 029 039 045 050 056 059 060 067 070 091 100 105 109 111 129 140 146 180,739.4,0.0,0
10652,NUEVA YORK,Villa Devoto,CALLE,VÍA LOCAL,0,,2,025 107,50.7,0.0,0
10653,DESAGUADERO,Villa Devoto,CALLE,VÍA LOCAL,0,,2,025 107,50.7,0.0,0
10654,"DIAZ, CESAR, GRAL.",Villa Gral. Mitre,CALLE,VÍA LOCAL,0,,11,024 034 044 047 057 105 109 110 135 146 166,355.7,0.0,0
10655,"SEGUI, F. J., ALTE.",Villa Gral. Mitre,CALLE,VÍA LOCAL,0,,11,024 034 044 047 057 105 109 110 135 146 166,355.7,0.0,0
10656,GALLO,,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,1,146,7,024 026 071 124 146 168 180,243.2,15.5,4
10657,SARMIENTO,Almagro,CALLE,VÍA LOCAL,5,024 071 124 168 180,7,024 026 071 124 146 168 180,243.2,87.3,6
10658,"FIGUEROA, D. APOLINARIO, CORONEL",Villa Crespo,CALLE,VÍA LOCAL,4,024 057 076 110,11,024 042 057 076 092 105 106 110 124 135 146,317.2,59.6,3
10659,ROJAS,Villa Crespo,CALLE,VÍA LOCAL,0,,11,024 042 057 076 092 105 106 110 124 135 146,317.2,0.0,2
10660,FERNANDEZ DE ENCISO,Villa Devoto,CALLE,VÍA LOCAL,1,085,6,080 085 108 114 134 146,168.6,15.5,1
10661,SEGUROLA AV.,Villa Devoto,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,2,085 108,6,080 085 108 114 134 146,168.6,27.5,1
10662,"MAGARIÑOS CERVANTES, A.",Villa Gral. Mitre,CALLE,VÍA LOCAL,1,047,11,024 034 044 047 057 105 109 110 135 146 166,355.7,6.0,4
10663,"TRELLES, MANUEL R.",Villa Gral. Mitre,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,044,12,024 034 044 047 057 063 105 109 110 135 146 166,379.7,20.0,4
10664,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,22,009 010 017 024 026 029 039 045 050 056 059 060 067 070 091 100 105 111 129 140 146 180,702.6,0.0,4
10666,"CARRIL, SALVADOR MARIA DEL AV.",Villa Devoto,AVENIDA,VÍA LOCAL,2,025 107,5,021 025 028 107 117,245.4,38.7,4
10667,LASTRA AV.,Villa Devoto,AVENIDA,VÍA LOCAL,1,025,5,021 025 028 107 117,245.4,12.0,3
10668,NOGOYA,Villa Del Parque,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,047,6,024 047 084 109 124 134,166.1,10.9,2
10669,CONCORDIA,Villa Del Parque,CALLE,VÍA LOCAL,0,,5,047 084 109 124 134,132.0,0.0,2
10670,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,21,008 009 010 017 024 026 029 039 045 050 056 059 060 067 070 100 105 111 129 146 180,692.7,0.0,4
10671,CERRITO,San Nicolas,CALLE,VÍA DISTRIBUIDORA PRINCIPAL,0,,23,008 009 010 017 024 026 029 039 045 050 056 059 060 067 070 091 100 105 111 129 140 146 180,729.3,0.0,2
10672,GALICIA,Villa Crespo,CALLE,VÍA LOCAL,0,,7,024 057 076 105 110 135 146,196.1,0.0,4
10673,SAN MARTIN AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,6,024 057 105 110 135 146,7,024 057 076 105 110 135 146,196.1,171.5,5
10674,SARMIENTO,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,146,13,007 024 026 071 090 095 098 105 115 124 146 151 180,405.1,15.5,3
10675,AZCUENAGA,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,095,14,007 024 026 071 075 090 095 098 105 115 124 146 151 180,412.6,14.8,4
10676,SANTO TOME,Villa Del Parque,CALLE,VÍA LOCAL,0,,5,024 084 110 124 134,154.5,0.0,1
10677,HELGUERA,Villa Del Parque,CALLE,VÍA LOCAL,3,024 084 134,6,024 047 084 110 124 134,176.4,28.0,2
10678,"CARRANZA, ADOLFO P.",Villa Del Parque,CALLE,VÍA LOCAL,2,063 109,6,024 063 109 113 133 135,146.4,28.0,1
10679,PERNAMBUCO,Villa Del Parque,PASAJE,VÍA LOCAL,0,,10,024 063 084 109 110 113 124 133 134 135,266.9,0.0,0
10680,ANTEZANA,Villa Crespo,CALLE,VÍA LOCAL,0,,11,024 042 057 076 092 105 106 110 124 135 146,317.2,0.0,1
10681,"PUEYRREDON, HONORIO, DR. AV.",Villa Crespo,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,106,11,024 042 057 076 092 105 106 110 124 135 146,317.2,37.1,2
10682,"GALLARDO, ANGEL AV.",,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,5,092 105 124 135 146,9,015 042 055 076 092 105 124 135 146,266.2,72.6,10
10683,HIDALGO,Villa Crespo,CALLE,VÍA LOCAL,1,099,9,015 042 055 076 092 105 124 135 146,266.2,0.0,5
10684,LASCANO,Villa Del Parque,CALLE,VÍA LOCAL,1,024,9,024 063 084 109 110 113 124 133 134,236.9,21.1,2
10685,TERRADA,Villa Del Parque,CALLE,VÍA LOCAL,0,,8,024 063 084 109 110 113 124 134,224.3,0.0,1
10686,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,25,007 008 009 010 017 023 024 026 029 039 045 050 056 059 060 064 067 070 086 100 105 111 129 146 180,801.6,0.0,3
10687,LIBERTAD,San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,4,008 024 039 060,26,007 009 010 017 023 024 026 029 039 045 050 059 060 064 067 070 086 100 102 105 109 111 129 140 146 180,850.9,43.4,8
10688,SARMIENTO,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,146,17,007 024 026 061 064 071 090 095 098 105 115 124 132 146 151 168 180,589.5,15.5,1
10689,LARREA,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,15,024 026 061 064 071 075 095 101 115 124 132 146 168 180 188,541.3,0.0,3
10690,SAN BLAS,Villa Gral. Mitre,CALLE,VÍA LOCAL,0,,7,047 063 109 110 113 133 135,163.1,0.0,0
10691,BOYACA,Villa Gral. Mitre,CALLE,VÍA LOCAL,1,113,7,047 063 109 110 113 133 135,163.1,7.1,4
10692,"GANDHI, MAHATMA",Villa Crespo,CALLE,VÍA LOCAL,0,,11,024 042 057 076 092 105 106 110 124 135 146,317.2,0.0,1
10693,"VIRASORO, VALENTIN",Villa Crespo,CALLE,VÍA LOCAL,0,,11,024 042 057 076 092 105 106 110 124 135 146,317.2,0.0,0
10694,"MARECHAL, LEOPOLDO",Caballito,CALLE,VÍA LOCAL,4,015 055 119 145,8,015 042 055 092 105 124 135 146,241.6,36.5,7
10695,PATRICIAS ARGENTINAS AV.,Caballito,AVENIDA,VÍA LOCAL,2,065 145,7,015 024 065 071 105 124 146,245.5,17.2,2
10696,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,008,28,007 008 009 010 017 023 024 026 029 039 045 050 059 060 064 067 070 086 098 100 102 105 109 111 129 140 146 180,901.6,0.0,4
10697,TALCAHUANO,San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,2,039 060,24,007 008 009 023 024 026 029 039 045 050 060 067 070 086 098 100 102 105 109 111 129 140 146 180,733.9,30.4,3
10698,AGUERO,Balvanera,CALLE,VÍA LOCAL,0,,7,024 026 071 124 146 168 180,243.2,0.0,3
10699,SARMIENTO,Balvanera,CALLE,VÍA LOCAL,5,024 071 124 168 180,7,024 026 071 124 146 168 180,243.2,87.3,6
10700,SIMBRON,Villa Devoto,CALLE,VÍA LOCAL,0,,6,080 085 108 114 134 146,168.6,0.0,0
10701,RESURRECCION,Villa Devoto,PASAJE,VÍA LOCAL,0,,6,080 085 108 114 134 146,168.6,0.0,0
10702,SARMIENTO,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,146,26,007 024 026 041 057 061 062 064 068 071 075 090 095 098 101 105 115 118 124 132 146 151 168 180 188 194,888.2,15.5,3
10703,PASO,Balvanera,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,115,26,007 024 026 041 057 061 062 064 068 071 075 090 095 098 101 105 115 118 124 132 146 151 168 180 188 194,888.2,20.0,3
10704,ARREGUI,Villa Del Parque,CALLE,VÍA LOCAL,3,024 084 124,7,024 063 084 109 110 124 134,210.5,28.0,5
10705,ARGERICH,Villa Del Parque,CALLE,VÍA LOCAL,0,,6,024 084 109 110 124 134,186.5,0.0,2
10706,"SASTRE, MARCOS",Villa Del Parque,CALLE,VÍA LOCAL,1,124,5,024 047 084 124 134,134.1,10.0,3
10707,CAMPANA,Villa Del Parque,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,5,024 047 084 124 134,134.1,0.0,2
10708,"PERON, JUAN DOMINGO, TTE. GENERAL",San Nicolas,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,008,22,007 008 009 023 024 029 039 045 050 060 067 070 086 098 100 102 105 109 111 129 140 146,682.9,0.0,1
10709,"REPETTO, NICOLAS, DR.",Villa Crespo,CALLE,VÍA LOCAL,0,,7,024 057 076 105 110 135 146,196.1,0.0,3
10710,SAN MARTIN AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,6,024 057 105 110 135 146,7,024 057 076 105 110 135 146,196.1,171.5,7
10711,"VARELA, JOSE PEDRO",Villa Devoto,CALLE,VÍA LOCAL,0,,6,080 085 108 114 134 146,168.6,0.0,2
